rank,symbol,news_dir,value_dir,tech_dir,sentiment_dir,hype_risk,overall,lean,dominant
373,RS,51.9,42.6,93.0,50.0,False,64.0,Bullish lean,technical
374,AMGN,51.9,22.1,100.0,57.0,False,63.8,Bullish lean,technical
375,APOS,51.9,87.2,59.0,,False,63.8,Bullish lean,value
376,IDA,51.9,34.1,93.0,57.4,False,63.8,Bullish lean,technical
377,META,59.9,58.6,65.0,71.9,False,63.8,Bullish lean,technical
378,PLD,51.9,33.3,93.0,58.0,False,63.8,Bullish lean,technical
379,PNW,51.9,29.3,100.0,49.9,False,63.8,Bullish lean,technical
380,FR,51.9,21.1,100.0,57.6,False,63.7,Bullish lean,technical
381,HQY,51.9,19.4,100.0,59.0,False,63.7,Bullish lean,technical
382,KMB,51.9,35.4,96.0,50.1,False,63.7,Bullish lean,technical
383,LNT,51.9,36.4,91.0,57.8,False,63.7,Bullish lean,technical
384,URI,51.9,52.9,81.0,58.9,False,63.7,Bullish lean,technical
385,GXO,51.9,15.8,100.0,62.5,False,63.6,Bullish lean,technical
386,JKHY,59.9,62.9,68.0,61.2,False,63.6,Bullish lean,technical
387,CASY,51.9,18.8,100.0,58.8,False,63.5,Bullish lean,technical
388,FIG,59.9,,71.0,54.8,False,63.5,Bullish lean,technical
389,RTX,51.9,17.8,98.0,,False,63.5,Bullish lean,technical
390,SF,51.9,79.8,65.0,59.3,False,63.5,Bullish lean,value
391,SYF,51.9,87.4,60.0,60.4,False,63.5,Bullish lean,value
392,BDX,51.9,30.5,97.0,51.9,False,63.4,Bullish lean,technical
393,VMI,51.9,45.3,89.0,51.0,False,63.4,Bullish lean,technical
394,CSX,51.9,20.0,100.0,56.6,False,63.3,Bullish lean,technical
395,EGP,51.9,26.9,100.0,49.9,False,63.3,Bullish lean,technical
396,BR,59.9,72.0,60.0,63.9,False,63.2,Bullish lean,value
397,DE,51.9,39.6,91.0,52.5,False,63.2,Bullish lean,technical
398,CVX,43.9,39.1,93.0,59.0,False,63.1,Bullish lean,technical
399,GOLF,51.9,27.6,100.0,47.4,False,63.0,Bullish lean,technical
400,PG,51.9,42.8,85.0,58.5,False,63.0,Bullish lean,technical
401,SO,51.9,39.4,91.0,51.0,False,62.9,Bullish lean,technical
402,KNSL,51.9,72.8,70.0,53.7,False,62.8,Bullish lean,technical
403,KRYS,51.9,16.7,100.0,57.6,False,62.8,Bullish lean,technical
404,AVB,51.9,37.2,92.0,50.3,False,62.7,Bullish lean,technical
405,WMB,43.9,41.8,90.0,59.2,False,62.7,Bullish lean,technical
406,NBIX,51.9,13.7,100.0,59.4,False,62.6,Bullish lean,technical
407,NTNX,59.9,5.1,100.0,58.2,False,62.6,Bullish lean,technical
408,PAYC,59.9,71.8,66.0,50.8,False,62.6,Bullish lean,technical
409,PCTY,59.9,53.2,71.0,60.5,False,62.6,Bullish lean,technical
410,OKTA,59.9,0,100.0,,False,62.5,Bullish lean,technical
411,BTSG,51.9,13.4,100.0,57.5,False,62.2,Bullish lean,technical
412,VRSN,59.9,18.7,89.0,61.6,False,62.2,Bullish lean,technical
413,WEC,51.9,39.2,89.0,51.4,False,62.2,Bullish lean,technical
414,CDW,59.9,67.7,62.0,59.2,False,62.1,Bullish lean,technical
415,ECL,51.9,34.6,86.0,60.6,False,62.1,Bullish lean,technical
416,U,59.9,,65.0,59.6,False,62.1,Bullish lean,technical
417,ZBRA,59.9,0,100.0,60.7,False,62.1,Bullish lean,technical
418,ZS,59.9,,64.0,61.7,False,62.1,Bullish lean,technical
419,AFRM,59.9,0,100.0,60.0,False,62.0,Bullish lean,technical
420,PATH,59.9,66.0,67.0,51.7,False,62.0,Bullish lean,technical
421,MOG-A,51.9,19.6,100.0,50.0,False,61.9,Bullish lean,technical
422,ROP,59.9,59.6,65.0,61.5,False,61.9,Bullish lean,technical
423,DT,59.9,0,100.0,58.9,False,61.8,Bullish lean,technical
424,LYV,59.9,0,100.0,59.2,False,61.8,Bullish lean,technical
425,NCLH,51.9,71.6,65.0,58.8,False,61.8,Bullish lean,technical
426,SAIL,59.9,,64.0,60.4,False,61.8,Bullish lean,technical
427,ANET,59.9,0,100.0,58.8,False,61.7,Bullish lean,technical
428,IOT,59.9,0,100.0,58.5,False,61.7,Bullish lean,technical
429,NVR,51.9,73.8,63.0,59.8,False,61.7,Bullish lean,value
430,ROKU,59.9,0,100.0,58.5,False,61.7,Bullish lean,technical
431,TEAM,59.9,,61.0,64.6,False,61.6,Bullish lean,technical
432,XYZ,59.9,0,100.0,57.9,False,61.6,Bullish lean,technical
433,ARCC,51.9,78.6,61.0,57.5,False,61.5,Bullish lean,value
434,TMUS,59.9,64.4,61.0,61.7,False,61.5,Bullish lean,technical
435,CTVA,51.9,9.0,100.0,58.1,False,61.4,Bullish lean,technical
436,APH,59.9,25.2,83.0,61.3,False,61.3,Bullish lean,technical
437,DDOG,59.9,0,100.0,56.4,False,61.3,Bullish lean,technical
438,PANW,59.9,0,100.0,56.6,False,61.3,Bullish lean,technical
439,AMAT,59.9,8.4,93.0,59.6,False,61.1,Bullish lean,technical
440,MKC-V,51.9,69.6,65.0,57.5,False,61.1,Bullish lean,technical
441,INGR,51.9,82.7,60.0,52.3,False,61.0,Bullish lean,value
442,SREA,51.9,74.2,60.0,,False,61.0,Bullish lean,value
443,TPR,51.9,21.5,90.0,61.0,False,61.0,Bullish lean,technical
444,DGX,51.9,13.7,100.0,50.9,False,60.9,Bullish lean,technical
445,NFG,43.9,79.8,62.0,61.2,False,60.9,Bullish lean,value
446,PRAX,51.9,,65.0,65.0,False,60.9,Bullish lean,technical
447,BRO,51.9,64.3,73.0,47.0,False,60.8,Bullish lean,technical
448,PFGC,51.9,5.1,100.0,59.0,False,60.8,Bullish lean,technical
449,MCK,51.9,,67.0,60.6,False,60.7,Bullish lean,technical
450,ODFL,51.9,13.7,100.0,49.8,False,60.7,Bullish lean,technical
451,WWD,51.9,16.6,93.0,58.9,False,60.6,Bullish lean,technical
452,ILMN,51.9,6.7,100.0,55.8,False,60.5,Bullish lean,technical
453,AJG,51.9,2.6,100.0,59.2,False,60.3,Bullish lean,technical
454,DPZ,51.9,57.0,68.0,60.5,False,60.3,Bullish lean,technical
455,BMRN,51.9,0,98.0,64.6,False,60.2,Bullish lean,technical
456,IP,51.9,,66.0,60.3,False,60.2,Bullish lean,technical
457,LH,51.9,5.5,98.0,59.0,False,60.2,Bullish lean,technical
458,MKC,51.9,69.7,65.0,52.9,False,60.2,Bullish lean,technical
459,BKNG,51.9,58.5,66.0,61.6,False,60.1,Bullish lean,technical
460,HUM,51.9,0,100.0,,False,60.0,Bullish lean,technical
461,LPLA,51.9,47.9,71.0,62.8,False,60.0,Bullish lean,technical
462,RVTY,51.9,0,100.0,,False,60.0,Bullish lean,technical
463,BIIB,51.9,16.8,91.0,58.7,False,59.9,Neutral,technical
464,BROS,51.9,0,100.0,59.8,False,59.9,Neutral,technical
465,COMP,51.9,0,100.0,59.5,False,59.9,Neutral,technical
466,CORT,51.9,0,100.0,59.6,False,59.9,Neutral,technical
467,EQR,51.9,21.4,93.0,50.6,False,59.9,Neutral,technical
468,GBCI,51.9,0.4,100.0,58.6,False,59.8,Neutral,technical
469,HEI,51.9,0,100.0,58.9,False,59.8,Neutral,technical
470,PSA,51.9,26.3,90.0,50.4,False,59.8,Neutral,technical
471,UHAL,51.9,0,100.0,59.3,False,59.8,Neutral,technical
472,ULTA,51.9,68.0,59.0,62.9,False,59.8,Neutral,value
473,ABBV,51.9,0,100.0,58.5,False,59.7,Neutral,technical
474,MNST,51.9,1.3,100.0,57.3,False,59.7,Neutral,technical
475,UNH,51.9,0,100.0,58.8,False,59.7,Neutral,technical
476,ADC,51.9,0,100.0,58.0,False,59.6,Neutral,technical
477,FLUT,51.9,,62.0,65.0,False,59.6,Neutral,technical
478,JBHT,51.9,0,100.0,58.0,False,59.6,Neutral,technical
479,OMC,59.9,0,99.0,50.0,False,59.6,Neutral,technical
480,RCL,51.9,69.0,59.0,60.7,False,59.6,Neutral,value
481,RGEN,51.9,0,100.0,58.0,False,59.6,Neutral,technical
482,TKR,51.9,0,100.0,58.1,False,59.6,Neutral,technical
483,VSXY,51.9,0,100.0,57.9,False,59.6,Neutral,technical
484,WST,51.9,0,100.0,58.0,False,59.6,Neutral,technical
485,AHR,51.9,0,100.0,57.8,False,59.5,Neutral,technical
486,ATI,51.9,0,100.0,57.7,False,59.5,Neutral,technical
487,DAR,51.9,0,100.0,57.7,False,59.5,Neutral,technical
488,MGM,51.9,0,100.0,57.6,False,59.5,Neutral,technical
489,RSI,51.9,0,100.0,57.5,False,59.5,Neutral,technical
490,VTR,51.9,0,100.0,57.5,False,59.5,Neutral,technical
491,BLK,51.9,20.3,86.0,61.3,False,59.4,Neutral,technical
492,CVS,51.9,0,100.0,57.3,False,59.4,Neutral,technical
493,DOC,51.9,0,100.0,57.2,False,59.4,Neutral,technical
494,RPRX,51.9,0,100.0,57.0,False,59.4,Neutral,technical
495,TTEK,51.9,,69.0,51.8,False,59.4,Neutral,technical
496,WELL,51.9,0,100.0,57.3,False,59.4,Neutral,technical
497,BXP,51.9,0,100.0,56.8,False,59.3,Neutral,technical
498,REGN,51.9,60.7,63.0,60.9,False,59.3,Neutral,technical
499,SSNC,59.9,50.0,62.0,63.0,False,59.3,Neutral,technical
500,TECH,51.9,0,100.0,56.4,False,59.3,Neutral,technical
501,INSM,51.9,,61.0,65.0,False,59.2,Neutral,technical
502,LQDA,51.9,0,100.0,56.3,False,59.2,Neutral,technical
503,RBA,51.9,7.6,93.0,60.6,False,59.2,Neutral,technical
504,CRS,51.9,0,100.0,55.7,False,59.1,Neutral,technical
505,MOH,51.9,0,100.0,55.6,False,59.1,Neutral,technical
506,STAG,51.9,0,99.0,57.6,False,59.1,Neutral,technical
507,ETSY,51.9,0,100.0,54.9,False,59.0,Neutral,technical
508,FTNT,59.9,0,100.0,45.1,False,59.0,Neutral,technical
509,TPL,43.9,0,100.0,65.0,False,59.0,Neutral,technical
510,TWLO,59.9,0,92.0,58.4,False,58.9,Neutral,technical
511,OTIS,51.9,65.5,60.0,,False,58.8,Neutral,technical
512,VEEV,51.9,39.2,74.0,60.6,False,58.8,Neutral,technical
513,ABT,51.9,41.7,72.0,60.8,False,58.7,Neutral,technical
514,AMD,59.9,0,92.0,57.5,False,58.7,Neutral,technical
515,BIO,51.9,0,97.0,58.4,False,58.6,Neutral,technical
516,IEX,51.9,15.5,92.0,51.6,False,58.6,Neutral,technical
517,COR,51.9,47.4,70.0,57.5,False,58.5,Neutral,technical
518,ETR,51.9,9.7,91.0,58.5,False,58.5,Neutral,technical
519,GPC,51.9,0,100.0,52.5,False,58.5,Neutral,technical
520,MSA,51.9,58.9,61.0,62.0,False,58.5,Neutral,technical
521,VST,51.9,57.3,61.0,63.7,False,58.5,Neutral,technical
522,GIS,51.9,,68.0,49.8,False,58.4,Neutral,technical
523,MSM,51.9,0,100.0,52.3,False,58.4,Neutral,technical
524,VRSK,59.9,40.0,71.0,52.1,False,58.2,Neutral,technical
525,KIM,51.9,0,100.0,50.4,False,58.1,Neutral,technical
526,O,51.9,0,100.0,50.4,False,58.1,Neutral,technical
527,SCI,51.9,56.5,62.0,60.4,False,58.1,Neutral,technical
528,TOST,59.9,23.8,75.0,60.3,False,58.0,Neutral,technical
529,CHRW,51.9,0,100.0,49.6,False,57.9,Neutral,technical
530,LSTR,51.9,0,100.0,49.6,False,57.9,Neutral,technical
531,SNDR,51.9,0,100.0,49.4,False,57.9,Neutral,technical
532,SWK,51.9,0,100.0,49.8,False,57.9,Neutral,technical
533,CHE,51.9,0,100.0,49.0,False,57.8,Neutral,technical
534,KLAC,59.9,0,89.0,58.1,False,57.7,Neutral,technical
535,ADM,51.9,0,100.0,48.2,False,57.6,Neutral,technical
536,DOCU,59.9,42.6,68.0,51.6,False,57.6,Neutral,technical
537,ALGN,51.9,0,93.0,59.8,False,57.5,Neutral,technical
538,ENSG,51.9,50.9,63.0,61.5,False,57.5,Neutral,technical
539,KMX,51.9,0,100.0,47.8,False,57.5,Neutral,technical
540,PRMB,51.9,0,93.0,59.7,False,57.5,Neutral,technical
541,CPB,51.9,59.3,60.0,,False,57.3,Neutral,technical
542,BEPH,51.9,,61.0,,False,57.2,Neutral,technical
543,SBUX,51.9,0,93.0,57.9,False,57.1,Neutral,technical
544,DTM,43.9,22.3,90.0,50.5,False,57.0,Neutral,technical
545,KNX,51.9,0,92.0,59.1,False,57.0,Neutral,technical
546,FRHC,51.9,0,93.0,,False,56.9,Neutral,technical
547,XPO,51.9,0,92.0,58.4,False,56.9,Neutral,technical
548,EXR,51.9,8.9,91.0,50.9,False,56.8,Neutral,technical
549,FE,51.9,0,96.0,51.2,False,56.8,Neutral,technical
550,ZBH,51.9,58.4,63.0,50.4,False,56.8,Neutral,technical
551,APD,51.9,0,91.0,59.5,False,56.7,Neutral,technical
552,FTV,59.9,0,90.0,51.0,False,56.7,Neutral,technical
553,BIPI,51.9,,60.0,,False,56.6,Neutral,technical
554,NPO,51.9,0,92.0,57.0,False,56.6,Neutral,technical
555,POOL,51.9,48.5,61.0,62.8,False,56.6,Neutral,technical
556,TTC,51.9,3.6,90.0,,False,56.5,Neutral,technical
557,MSI,59.9,41.2,60.0,60.9,False,56.4,Neutral,technical
558,SRE,51.9,0,90.0,59.6,False,56.4,Neutral,technical
559,BG,51.9,0,90.0,59.2,False,56.3,Neutral,technical
560,MTD,51.9,46.3,68.0,51.1,False,56.3,Neutral,technical
561,CHD,51.9,0,90.0,58.7,False,56.2,Neutral,technical
562,CMG,51.9,46.8,61.0,61.9,False,56.1,Neutral,technical
563,DTE,51.9,7.2,90.0,51.1,False,56.1,Neutral,technical
564,FICO,59.9,29.8,65.0,61.7,False,56.0,Neutral,technical
565,XYL,51.9,46.0,66.0,53.8,False,56.0,Neutral,technical
566,CAG,51.9,,62.0,50.1,False,55.9,Neutral,technical
567,CARR,51.9,0,89.0,58.7,False,55.9,Neutral,technical
568,WMS,51.9,51.9,62.0,54.2,False,55.9,Neutral,technical
569,CBRE,51.9,43.8,62.0,61.7,False,55.8,Neutral,technical
570,EBAY,51.9,4.7,91.0,49.6,False,55.7,Neutral,technical
571,PINS,59.9,20.6,71.0,58.7,False,55.7,Neutral,technical
572,BX,51.9,42.7,63.0,60.4,False,55.6,Neutral,technical
573,WPC,51.9,0,93.0,50.5,False,55.6,Neutral,technical
574,LOAR,51.9,0,87.0,60.4,False,55.5,Neutral,technical
575,WDAY,59.9,24.0,67.0,61.4,False,55.5,Neutral,technical
576,MDLN,51.9,39.9,63.0,62.2,False,55.4,Neutral,technical
577,TAP,51.9,,60.0,51.5,False,55.3,Neutral,technical
578,ARE,51.9,,60.0,50.6,False,55.1,Neutral,technical
579,CL,51.9,0,91.0,50.8,False,55.0,Neutral,technical
580,MMM,51.9,0,87.0,58.0,False,55.0,Neutral,technical
581,PODD,51.9,32.3,66.0,62.2,False,55.0,Neutral,technical
582,AAL,51.9,11.0,82.0,54.9,False,54.9,Neutral,technical
583,WAT,51.9,0,90.0,51.6,False,54.8,Neutral,technical
584,ROK,51.9,0,90.0,50.6,False,54.6,Neutral,technical
585,VLTO,51.9,38.1,67.0,52.2,False,54.5,Neutral,technical
586,XEL,51.9,33.9,65.0,59.9,False,54.5,Neutral,technical
587,FNF,51.9,30.3,67.0,58.3,False,54.1,Neutral,technical
588,EA,59.9,0,84.0,47.4,False,53.9,Neutral,technical
589,SYK,51.9,34.2,62.0,60.5,False,53.6,Neutral,technical
590,ZM,59.9,76.9,35.0,54.7,False,53.5,Neutral,value
591,MU,59.9,64.3,36.0,65.0,False,53.4,Neutral,technical
592,DVN,43.9,78.5,39.0,62.9,False,52.9,Neutral,value
593,NVDA,59.9,43.5,39.0,78.1,False,52.9,Neutral,sentiment
594,C,51.9,74.4,37.0,60.0,False,52.8,Neutral,value
595,ARW,59.9,69.1,39.0,50.6,False,52.6,Neutral,technical
596,CLX,51.9,41.3,60.0,51.6,False,52.6,Neutral,technical
597,HD,51.9,30.4,62.0,59.3,False,52.6,Neutral,technical
598,MTDR,43.9,75.5,40.0,62.1,False,52.5,Neutral,value
599,BRK-A,51.9,0,84.0,50.0,False,52.4,Neutral,technical
600,GWRE,59.9,0,70.0,63.9,False,52.3,Neutral,value
601,SHW,51.9,28.4,62.0,59.7,False,52.3,Neutral,value
602,MHK,51.9,37.8,61.0,51.6,False,52.2,Neutral,technical
603,DASH,59.9,0,70.0,62.5,False,52.0,Neutral,value
604,BAM,51.9,30.5,61.0,57.5,False,51.9,Neutral,value
605,IDXX,51.9,25.7,61.0,62.3,False,51.9,Neutral,value
606,RDDT,59.9,12.1,64.0,60.4,False,51.9,Neutral,value
607,EFX,51.9,18.9,65.0,61.6,False,51.8,Neutral,value
608,REXR,51.9,21.1,66.0,57.4,False,51.8,Neutral,value
609,TYL,59.9,15.6,60.0,63.6,False,51.8,Neutral,value
610,CHWY,51.9,21.7,61.0,65.0,False,51.7,Neutral,value
611,WY,51.9,0,76.0,60.5,False,51.7,Neutral,value
612,APA,43.9,85.6,38.0,51.1,False,51.6,Neutral,value
613,DRI,51.9,66.4,38.0,60.1,False,51.6,Neutral,technical
614,EVR,51.9,60.1,39.0,64.2,False,51.5,Neutral,technical
615,HOOD,51.9,15.2,67.0,60.1,False,51.5,Neutral,value
616,UTHR,51.9,67.6,37.0,60.4,False,51.5,Neutral,technical
617,SLAB,59.9,,41.0,58.0,False,51.2,Neutral,technical
618,DKS,51.9,61.5,39.0,60.9,False,51.1,Neutral,technical
619,APPF,59.9,0,67.0,62.7,False,51.0,Neutral,value
620,SOFI,51.9,32.1,59.0,53.6,False,50.8,Neutral,value
621,GOOG,59.9,51.5,38.0,60.0,False,50.6,Neutral,technical
622,SSD,51.9,60.9,38.0,59.7,False,50.4,Neutral,technical
623,NUE,51.9,58.2,40.0,58.6,False,50.3,Neutral,technical
624,TMO,51.9,7.0,69.0,59.1,False,50.3,Neutral,value
625,ATHS,51.9,88.8,27.0,,False,50.2,Neutral,technical
626,ELV,51.9,61.8,37.0,59.7,False,50.2,Neutral,technical
627,GOOGL,59.9,51.4,37.0,60.1,False,50.2,Neutral,technical
628,NI,51.9,58.6,39.0,59.2,False,50.2,Neutral,technical
629,FSS,51.9,53.1,41.0,60.6,False,50.1,Neutral,technical
630,CI,51.9,54.5,40.0,60.5,False,50.0,Neutral,technical
631,ALSN,51.9,68.6,37.0,50.9,False,49.8,Neutral,technical
632,MLI,51.9,72.2,33.0,53.8,False,49.7,Neutral,technical
633,DHR,51.9,0,71.0,59.0,False,49.6,Neutral,value
634,AXON,51.9,0,69.0,61.8,False,49.5,Neutral,value
635,LW,51.9,19.0,64.0,51.6,False,49.5,Neutral,value
636,GFL,51.9,0,67.0,65.0,False,49.4,Neutral,value
637,DOV,51.9,53.3,39.0,60.0,False,49.3,Neutral,technical
638,WBD,59.9,,40.0,52.4,False,49.3,Neutral,technical
639,AUR,59.9,,32.0,65.0,False,49.0,Neutral,technical
640,IR,51.9,3.0,67.0,59.7,False,49.0,Neutral,value
641,TLN,51.9,,40.0,61.2,False,49.0,Neutral,technical
642,HUBS,59.9,0,69.0,,False,48.9,Neutral,value
643,STLD,51.9,55.2,37.0,59.9,False,48.9,Neutral,technical
644,COO,51.9,0,68.0,59.4,False,48.7,Neutral,value
645,IBRX,51.9,,37.0,65.0,False,48.7,Neutral,technical
646,WCC,51.9,56.6,35.0,60.7,False,48.7,Neutral,technical
647,AMZN,51.9,46.9,40.0,61.1,False,48.6,Neutral,technical
648,COF,51.9,0,67.0,60.9,False,48.6,Neutral,value
649,PPL,51.9,15.2,59.0,59.7,False,48.6,Neutral,value
650,ALGM,59.9,,34.0,59.5,False,48.5,Neutral,technical
651,CMCSA,59.9,91.9,8.0,61.8,False,48.5,Neutral,technical
652,PLTR,59.9,0,59.0,63.6,False,48.3,Neutral,value
653,HAL,43.9,65.1,35.0,59.9,False,48.2,Neutral,technical
654,J,51.9,0,66.0,60.5,False,48.2,Neutral,value
655,TJX,51.9,46.1,40.0,60.2,False,48.2,Neutral,technical
656,BKR,43.9,67.9,32.0,61.9,False,48.1,Neutral,technical
657,WDC,59.9,51.8,31.0,59.5,False,48.1,Neutral,technical
658,AXSM,51.9,,38.0,59.6,False,47.7,Neutral,technical
659,SNEX,51.9,59.7,28.0,65.0,False,47.7,Neutral,technical
660,CORZ,59.9,,29.0,64.8,False,47.6,Neutral,technical
661,KKR,51.9,0,63.0,62.9,False,47.6,Neutral,value
662,ARWR,51.9,,37.0,59.8,False,47.4,Neutral,technical
663,GSAT,59.9,,38.0,48.2,False,47.4,Neutral,technical
664,MCHP,59.9,,30.0,62.3,False,47.4,Neutral,technical
665,SGI,51.9,5.7,59.0,63.2,False,47.4,Neutral,value
666,LFUS,59.9,,31.0,60.1,False,47.3,Neutral,technical
667,SMTC,59.9,,28.0,65.0,False,47.2,Neutral,technical
668,SNX,59.9,34.4,36.0,62.9,False,47.0,Neutral,technical
669,F,51.9,,41.0,51.0,False,46.9,Neutral,technical
670,FCFS,51.9,52.0,37.0,52.7,False,46.9,Neutral,technical
671,CHTR,59.9,94.1,0.0,65.0,False,46.8,Neutral,technical
672,EME,51.9,54.4,30.0,62.2,False,46.8,Neutral,technical
673,OXY,43.9,,41.0,60.3,False,46.7,Neutral,technical
674,AGCO,51.9,80.7,16.0,59.5,False,46.6,Neutral,technical
675,VNOM,43.9,,40.0,61.6,False,46.6,Neutral,technical
676,ENS,51.9,54.2,29.0,62.4,False,46.4,Neutral,technical
677,TPG,51.9,0,60.0,62.2,False,46.4,Neutral,value
678,CIFR,59.9,,26.0,65.0,False,46.3,Neutral,technical
679,JBTM,51.9,0,60.0,61.6,False,46.3,Neutral,value
680,SLB,43.9,61.6,30.0,61.9,False,46.2,Neutral,technical
681,FAST,51.9,,39.0,51.1,False,46.1,Neutral,technical
682,HUT,51.9,,33.0,61.8,False,46.1,Neutral,technical
683,ITT,51.9,34.1,40.0,61.4,False,46.1,Neutral,technical
684,SCCO,51.9,47.3,39.0,48.6,False,45.8,Neutral,technical
685,CMI,51.9,39.1,37.0,59.9,False,45.7,Neutral,technical
686,WAB,51.9,33.7,40.0,59.9,False,45.7,Neutral,technical
687,CHRD,43.9,,38.0,61.0,False,45.6,Neutral,technical
688,TBB,59.9,88.0,8.0,50.7,False,45.5,Neutral,technical
689,FCX,51.9,43.8,33.0,60.8,False,45.4,Neutral,technical
690,FDX,51.9,35.3,39.0,58.1,False,45.3,Neutral,technical
691,PFH,51.9,97.0,11.0,,False,45.3,Neutral,technical
692,PLXS,59.9,32.9,34.0,58.8,False,45.2,Neutral,technical
693,RKT,51.9,0,60.0,55.5,False,45.1,Neutral,value
694,RZC,51.9,97.5,10.0,,False,45.0,Neutral,technical
695,UBER,59.9,68.8,10.0,63.8,False,45.0,Neutral,technical
696,UHS,51.9,89.1,9.0,55.5,False,45.0,Neutral,technical
697,DD,51.9,,37.0,50.0,False,44.9,Bearish lean,technical
698,MGRE,51.9,98.5,9.0,,False,44.8,Bearish lean,technical
699,ECG,51.9,43.5,32.0,59.3,False,44.7,Bearish lean,technical
700,PPC,51.9,86.3,10.0,54.7,False,44.7,Bearish lean,technical
701,SUI,51.9,80.9,10.0,60.0,False,44.7,Bearish lean,technical
702,AAOI,59.9,,22.0,65.0,False,44.6,Bearish lean,technical
703,LDOS,59.9,83.2,0.0,65.0,False,44.6,Bearish lean,technical
704,PRS,51.9,96.0,10.0,,False,44.6,Bearish lean,technical
705,TTMI,59.9,,22.0,65.0,False,44.6,Bearish lean,technical
706,WULF,59.9,,22.0,65.0,False,44.6,Bearish lean,technical
707,DRS,51.9,26.9,40.0,60.5,False,44.5,Bearish lean,value
708,FISV,59.9,84.9,0.0,62.7,False,44.5,Bearish lean,technical
709,FOXA,59.9,74.3,7.0,60.7,False,44.4,Bearish lean,technical
710,IDCC,59.9,66.8,8.0,65.0,False,44.1,Bearish lean,technical
711,SPXC,51.9,25.1,39.0,61.3,False,43.9,Bearish lean,value
712,VICI,51.9,81.0,8.0,59.7,False,43.9,Bearish lean,technical
713,CCL,51.9,78.7,7.0,62.8,False,43.7,Bearish lean,technical
714,PRH,51.9,96.0,8.0,,False,43.7,Bearish lean,technical
715,PTC,59.9,78.9,0.0,64.4,False,43.6,Bearish lean,technical
716,JBL,59.9,32.4,26.0,64.7,False,43.5,Bearish lean,technical
717,MXL,59.9,,24.0,56.2,False,43.3,Bearish lean,technical
718,SITM,59.9,,22.0,59.9,False,43.3,Bearish lean,technical
719,T,59.9,87.3,0.0,54.1,False,43.3,Bearish lean,technical
720,CTSH,59.9,83.3,0.0,57.5,False,43.1,Bearish lean,technical
721,DUKB,51.9,93.7,8.0,,False,43.1,Bearish lean,technical
722,DY,51.9,27.5,33.0,65.0,False,43.0,Bearish lean,technical
723,PGR,51.9,81.2,10.0,51.5,False,43.0,Bearish lean,technical
724,SOJE,51.9,89.4,10.0,,False,42.9,Bearish lean,technical
725,CSL,51.9,65.9,13.0,60.5,False,42.8,Bearish lean,technical
726,MLM,51.9,76.0,7.0,60.8,False,42.8,Bearish lean,technical
727,GLPI,51.9,62.9,15.0,59.5,False,42.7,Bearish lean,technical
728,VIAV,59.9,,22.0,57.1,False,42.6,Bearish lean,technical
729,ZTS,51.9,78.3,7.0,57.0,False,42.5,Bearish lean,technical
730,ADBE,47.9,75.1,10.0,59.7,False,42.4,Bearish lean,technical
731,FSLR,59.9,76.0,0.0,61.2,False,42.4,Bearish lean,technical
732,NE,43.9,47.9,33.0,51.1,False,42.3,Bearish lean,technical
733,SMCI,59.9,79.1,0.0,57.5,False,42.3,Bearish lean,technical
734,SOJD,51.9,88.6,9.0,,False,42.3,Bearish lean,technical
735,MSFT,59.9,58.4,8.0,63.5,False,42.2,Bearish lean,technical
736,CMSA,51.9,86.1,10.0,,False,42.1,Bearish lean,technical
737,DIS,59.9,72.7,0.0,62.8,False,42.1,Bearish lean,technical
738,LGN,51.9,,23.0,63.2,False,42.1,Bearish lean,technical
739,SANM,59.9,,25.0,49.7,False,42.1,Bearish lean,technical
740,CMSD,51.9,85.5,10.0,,False,42.0,Bearish lean,technical
741,DHI,51.9,75.7,10.0,51.7,False,42.0,Bearish lean,technical
742,IESC,51.9,39.7,34.0,45.7,False,42.0,Bearish lean,technical
743,AA,51.9,79.8,0.0,65.0,False,41.9,Bearish lean,technical
744,BAH,51.9,82.8,0.0,61.8,False,41.9,Bearish lean,technical
745,CDE,51.9,79.5,0.0,65.0,False,41.9,Bearish lean,technical
746,INTC,59.9,,24.0,50.8,False,41.9,Bearish lean,technical
747,INTU,59.9,69.5,0.0,65.0,False,41.9,Bearish lean,technical
748,NOC,51.9,67.9,8.0,62.7,False,41.9,Bearish lean,technical
749,NEM,51.9,79.2,0.0,65.0,False,41.8,Bearish lean,technical
750,SOJC,51.9,87.9,8.0,,False,41.7,Bearish lean,technical
751,AOS,51.9,72.4,10.0,53.4,False,41.6,Bearish lean,technical
752,CMSC,51.9,85.6,9.0,,False,41.6,Bearish lean,technical
753,ELC,51.9,84.2,10.0,,False,41.6,Bearish lean,technical
754,QCOM,59.9,39.0,23.0,54.0,False,41.6,Bearish lean,technical
755,CAT,51.9,21.6,36.0,58.0,False,41.5,Bearish lean,value
756,DDS,51.9,76.6,9.0,50.3,False,41.5,Bearish lean,technical
757,DTW,51.9,87.3,8.0,,False,41.5,Bearish lean,technical
758,FOX,59.9,77.0,0.0,55.6,False,41.5,Bearish lean,technical
759,AU,51.9,80.2,0.0,61.8,False,41.4,Bearish lean,technical
760,DLR,51.9,20.3,35.0,60.8,False,41.4,Bearish lean,value
761,GME,51.9,77.0,10.0,47.6,False,41.4,Bearish lean,technical
