rank,ticker,company,sector,screens_eligible,top10_count,avg_percentile,screens
362,EBAY,eBay Inc.,Consumer Cyclical,8,0,45.04241893419984,
363,GPC,Genuine Parts Company,Consumer Cyclical,7,0,44.865457837971654,
364,LEVI,Levi Strauss & Co.,Consumer Cyclical,8,0,44.81425622642107,
365,STAG,"STAG Industrial, Inc.",Real Estate,6,0,44.7604252140165,
366,XYL,Xylem Inc.,Industrials,7,0,44.71477464123634,
367,TWLO,Twilio Inc.,Technology,6,0,44.614461609211524,
368,VRTX,Vertex Pharmaceuticals Incorporated,Healthcare,10,0,44.603338773519106,
369,RS,Reliance Steel & Aluminum Co.,Basic Materials,9,0,44.56837285749708,
370,MDLN,Medline Inc.,Healthcare,6,0,44.563013438684344,
371,SCHW,The Charles Schwab Corporation,Financial Services,6,0,44.365002673913104,
372,DHR,Danaher Corporation,Healthcare,7,0,44.33564824783647,
373,UMBF,UMB Financial Corporation,Financial Services,6,0,44.23319141473314,
374,CVX,Chevron Corporation,Energy,7,0,44.05347587602237,
375,AFL,Aflac Incorporated,Financial Services,6,0,44.04560854583994,
376,EPD,Enterprise Products Partners L.P.,Energy,8,0,43.99671458901436,
377,VEEV,Veeva Systems Inc.,Healthcare,10,0,43.95333146629055,
378,V,Visa Inc.,Financial Services,8,0,43.78869190445156,
379,PACS,"PACS Group, Inc.",Healthcare,7,0,43.690555944272184,
380,IEX,IDEX Corporation,Industrials,9,0,43.63751249723679,
381,PSA,Public Storage,Real Estate,7,0,43.63260623442651,
382,JNJ,Johnson & Johnson,Healthcare,8,0,43.51005117649622,
383,APG,APi Group Corporation,Industrials,6,0,43.35210710523153,
384,SWX,"Southwest Gas Holdings, Inc.",Utilities,6,0,43.323307902241716,
385,BIO,"Bio-Rad Laboratories, Inc.",Healthcare,6,0,43.234424692473375,
386,VMI,"Valmont Industries, Inc.",Industrials,9,0,43.06049159815197,
387,ON,ON Semiconductor Corporation,Technology,9,0,42.94475703626114,
388,BALL,Ball Corporation,Consumer Cyclical,6,0,42.798575850217254,
389,AAPL,Apple Inc.,Technology,8,0,42.752972502203576,
390,DKS,"DICK'S Sporting Goods, Inc.",Consumer Cyclical,8,0,42.610079336812476,
391,ATR,"AptarGroup, Inc.",Healthcare,8,0,42.56925968557525,
392,SCCO,Southern Copper Corporation,Basic Materials,8,0,42.48558241029012,
393,VSCO,Victoria's Secret & Co.,Consumer Cyclical,7,0,42.41988337681996,
394,UNH,UnitedHealth Group Incorporated,Healthcare,7,0,42.36827817917474,
395,GFL,GFL Environmental Inc.,Industrials,7,0,42.27642995148896,
396,JBHT,"J.B. Hunt Transport Services, Inc.",Industrials,7,0,42.25245569578034,
397,IQV,IQVIA Holdings Inc.,Healthcare,6,0,42.24070091795776,
398,PFGC,Performance Food Group Co,Consumer Defensive,6,0,42.237290166147524,
399,LII,Lennox International Inc.,Industrials,7,0,42.23235622095152,
400,RPM,RPM International Inc.,Basic Materials,8,0,42.15580819270659,
401,ULS,UL Solutions Inc.,Industrials,8,0,42.117776090469114,
402,NOC,Northrop Grumman Corporation,Industrials,7,0,42.06855699363429,
403,TDY,Teledyne Technologies Incorporated,Technology,7,0,42.01489131491282,
404,MA,Mastercard Incorporated,Financial Services,7,0,41.97122259365045,
405,PSX,Phillips 66,Energy,8,0,41.919094649580046,
406,BRO,"Brown & Brown, Inc.",Financial Services,7,0,41.91250019783409,
407,MPC,Marathon Petroleum Corporation,Energy,9,0,41.81934245809526,
408,IBKR,"Interactive Brokers Group, Inc.",Financial Services,7,0,41.68243103745882,
409,ENTG,"Entegris, Inc.",Technology,7,0,41.57767219850184,
410,ANET,"Arista Networks, Inc.",Technology,10,0,41.56301258607555,
411,ODFL,"Old Dominion Freight Line, Inc.",Industrials,8,0,41.56201834264052,
412,NLY,"Annaly Capital Management, Inc.",Real Estate,6,0,41.47769103083852,
413,DOV,Dover Corporation,Industrials,8,0,41.458040599501466,
414,IESC,"IES Holdings, Inc.",Industrials,9,0,41.32634019297727,
415,CTAS,Cintas Corporation,Industrials,9,0,41.28410839845708,
416,ALLY,Ally Financial Inc.,Financial Services,6,0,41.07574591623143,
417,ROST,"Ross Stores, Inc.",Consumer Cyclical,8,0,41.062422542088264,
418,UDR,"UDR, Inc.",Real Estate,6,0,41.03181188505177,
419,UHAL,U-Haul Holding Company,Industrials,6,0,40.90088720243951,
420,TJX,"The TJX Companies, Inc.",Consumer Cyclical,9,0,40.70710514235691,
421,RMBS,Rambus Inc.,Technology,9,0,40.70152194434794,
422,AGX,"Argan, Inc.",Industrials,10,0,40.585254641051264,
423,CSCO,"Cisco Systems, Inc.",Technology,8,0,40.57733468739092,
424,A,"Agilent Technologies, Inc.",Healthcare,9,0,40.50967720299242,
425,DTE,DTE Energy Company,Utilities,7,0,40.16468661836492,
426,CDNS,"Cadence Design Systems, Inc.",Technology,10,0,40.07505640664972,
427,RSG,"Republic Services, Inc.",Industrials,8,0,40.04268200183056,
428,TECH,Bio-Techne Corporation,Healthcare,8,0,39.99697849251581,
429,HL,Hecla Mining Company,Basic Materials,7,0,39.87906981938597,
430,FCX,Freeport-McMoRan Inc.,Basic Materials,7,0,39.85897338325289,
431,CACI,CACI International Inc,Technology,8,0,39.77730846474226,
432,HUBB,Hubbell Incorporated,Industrials,9,0,39.38518497488547,
433,CLH,"Clean Harbors, Inc.",Industrials,7,0,39.191812464401565,
434,MCO,Moody's Corporation,Financial Services,7,0,39.14321940149234,
435,FND,"Floor & Decor Holdings, Inc.",Consumer Cyclical,6,0,39.137554175720005,
436,SUN,Sunoco LP,Energy,7,0,39.072928287892886,
437,SHW,The Sherwin-Williams Company,Basic Materials,8,0,39.06143979515494,
438,TXN,Texas Instruments Incorporated,Technology,8,0,38.802088171237756,
439,PEG,Public Service Enterprise Group Incorporated,Utilities,6,0,38.78500407052842,
440,CFR,"Cullen/Frost Bankers, Inc.",Financial Services,7,0,38.75285315187647,
441,AXP,American Express Company,Financial Services,7,0,38.7396531517939,
442,ADI,"Analog Devices, Inc.",Technology,6,0,38.71669208062672,
443,MSI,"Motorola Solutions, Inc.",Technology,7,0,38.62372481446705,
444,ROK,"Rockwell Automation, Inc.",Industrials,8,0,38.576492714768925,
445,DY,"Dycom Industries, Inc.",Industrials,8,0,38.44676777887891,
446,GBCI,"Glacier Bancorp, Inc.",Financial Services,6,0,38.220003582719656,
447,MNST,Monster Beverage Corporation,Consumer Defensive,10,0,38.1802834074538,
448,NPO,"EnPro Industries, Inc.",Industrials,6,0,38.076920482637206,
449,WAB,Westinghouse Air Brake Technologies Corporation,Industrials,6,0,38.03417612741318,
450,RBA,"RB Global, Inc.",Industrials,7,0,37.68103982706753,
451,CGNX,Cognex Corporation,Technology,8,0,37.65265924661883,
452,HXL,Hexcel Corporation,Industrials,6,0,37.54690893659089,
453,ARW,"Arrow Electronics, Inc.",Technology,7,0,37.43481518748899,
454,SOLS,Solstice Advanced Materials Inc.,Basic Materials,7,0,37.41270250185736,
455,GTLS,"Chart Industries, Inc.",Industrials,6,0,37.387569008744485,
456,VMC,Vulcan Materials Company,Basic Materials,7,0,37.191392438249196,
457,VG,"Venture Global, Inc.",Energy,7,0,36.99770526426698,
458,GFS,GLOBALFOUNDRIES Inc.,Technology,8,0,36.98858928219297,
459,CASY,"Casey's General Stores, Inc.",Consumer Cyclical,8,0,36.74357589290259,
460,COR,"Cencora, Inc.",Healthcare,6,0,36.651948387661896,
461,PKG,Packaging Corporation of America,Consumer Cyclical,8,0,36.60143547223115,
462,MMM,3M Company,Industrials,7,0,36.50745726014177,
463,LSCC,Lattice Semiconductor Corporation,Technology,9,0,36.433838242759506,
464,PATH,UiPath Inc.,Technology,6,0,36.38184101007975,
465,STLD,"Steel Dynamics, Inc.",Basic Materials,9,0,36.26962577085126,
466,WAT,Waters Corporation,Healthcare,8,0,36.15637225903838,
467,SYK,Stryker Corporation,Healthcare,9,0,36.00161970602408,
468,MPWR,"Monolithic Power Systems, Inc.",Technology,10,0,35.96077031668291,
469,NSC,Norfolk Southern Corporation,Industrials,6,0,35.93747168075284,
470,RCL,Royal Caribbean Cruises Ltd.,Consumer Cyclical,6,0,35.71034924838761,
471,RTX,RTX Corporation,Industrials,6,0,35.55909800046347,
472,KLAC,KLA Corporation,Technology,9,0,35.462996553484615,
473,MYRG,MYR Group Inc.,Industrials,8,0,35.387477292593864,
474,LPLA,LPL Financial Holdings Inc.,Financial Services,6,0,35.352955548158654,
475,UNP,Union Pacific Corporation,Industrials,8,0,35.28201859907916,
476,VRT,Vertiv Holdings Co,Industrials,9,0,35.244970331321475,
477,TER,"Teradyne, Inc.",Technology,9,0,35.20548749525315,
478,TPG,TPG Inc.,Financial Services,7,0,34.99739681996615,
479,WST,"West Pharmaceutical Services, Inc.",Healthcare,9,0,34.95136693511132,
480,NI,,,7,0,34.92717449579532,
481,ITT,ITT Inc.,Industrials,10,0,34.83849895329699,
482,WMT,Walmart Inc.,Consumer Defensive,8,0,34.79612781566582,
483,TOST,"Toast, Inc.",Technology,6,0,34.785569692957516,
484,PH,Parker-Hannifin Corporation,Industrials,9,0,34.74553806299475,
485,WCC,"WESCO International, Inc.",Industrials,8,0,34.40362178116112,
486,DRS,,,8,0,33.900052440777614,
487,HPE,Hewlett Packard Enterprise Company,Technology,6,0,33.86512520122488,
488,TXRH,"Texas Roadhouse, Inc.",Consumer Cyclical,9,0,33.62116895022178,
489,WM,"Waste Management, Inc.",Industrials,8,0,33.59309735063557,
490,SANM,Sanmina Corporation,Technology,8,0,33.55341700105554,
491,FIVE,"Five Below, Inc.",Consumer Cyclical,7,0,33.355241007048,
492,Q,"Qnity Electronics, Inc.",Technology,6,0,32.882968530647396,
493,AVGO,Broadcom Inc.,Technology,9,0,32.87179750769291,
494,ISRG,"Intuitive Surgical, Inc.",Healthcare,10,0,32.73800571042517,
495,COST,Costco Wholesale Corporation,Consumer Defensive,8,0,32.695422042290026,
496,AMZN,"Amazon.com, Inc.",Consumer Cyclical,8,0,32.666915800039405,
497,FIX,"Comfort Systems USA, Inc.",Industrials,9,0,32.60624128031236,
498,SO,,,7,0,32.599297677156,
499,MLM,"Martin Marietta Materials, Inc.",Basic Materials,8,0,32.53993790556178,
500,DLR,"Digital Realty Trust, Inc.",Real Estate,6,0,32.46675909828584,
501,BTSG,"BrightSpring Health Services, Inc. Common Stock",Healthcare,6,0,32.40994299164555,
502,ECL,Ecolab Inc.,Basic Materials,8,0,32.34328159756855,
503,MCHP,Microchip Technology Incorporated,Technology,7,0,32.30519295157286,
504,CMS,CMS Energy Corporation,Utilities,6,0,32.09097688512696,
505,GNRC,Generac Holdings Inc.,Industrials,7,0,32.06654928160865,
506,P,"Everpure, Inc.",Industrials,7,0,32.03684890950519,
507,SPXC,"SPX Technologies, Inc.",Industrials,6,0,31.666342071279985,
508,LLY,Eli Lilly and Company,Healthcare,9,0,31.54649830940967,
509,TRGP,Targa Resources Corp.,Energy,7,0,31.40061278256888,
510,PLXS,Plexus Corp.,Technology,8,0,31.385089814471993,
511,LTH,"Life Time Group Holdings, Inc.",Consumer Cyclical,6,0,30.93671741003507,
512,GOLF,Acushnet Holdings Corp.,Consumer Cyclical,8,0,30.73518691399503,
513,ENSG,"The Ensign Group, Inc.",Healthcare,7,0,30.69882689352079,
514,KO,The Coca-Cola Company,Consumer Defensive,8,0,30.668766601097857,
515,DE,Deere & Company,Industrials,7,0,30.586201941973968,
516,SOMN,,,7,0,30.495909450183234,
517,LAMR,Lamar Advertising Company,Real Estate,7,0,30.478529039049675,
518,CMI,Cummins Inc.,Industrials,8,0,30.276199326010772,
519,XPO,"XPO Logistics, Inc.",Industrials,6,0,29.617458121804834,
520,EGP,"EastGroup Properties, Inc.",Real Estate,6,0,29.562521308163642,
521,APH,Amphenol Corporation,Technology,9,0,29.559597978169066,
522,STRL,"Sterling Infrastructure, Inc.",Industrials,9,0,29.516726032656916,
523,HWM,,,9,0,29.18582215795239,
524,ORCL,Oracle Corporation,Technology,8,0,29.12567296133666,
525,RSI,"Rush Street Interactive, Inc.",Consumer Cyclical,6,0,28.939922052511672,
526,DUOL,"Duolingo, Inc.",Technology,6,0,28.659075267421144,
527,MOD,Modine Manufacturing Company,Consumer Cyclical,8,0,28.557507520307915,
528,AWK,"American Water Works Company, Inc.",Utilities,6,0,28.523151683232786,
529,CVLT,"Commvault Systems, Inc.",Technology,7,0,28.487136750077386,
530,TMO,Thermo Fisher Scientific Inc.,Healthcare,7,0,28.434178057890858,
531,CSX,CSX Corporation,Industrials,8,0,28.202630920770318,
532,NEE,"NextEra Energy, Inc.",Utilities,6,0,28.148624060517005,
533,SPG,"Simon Property Group, Inc.",Real Estate,7,0,28.042768984188704,
534,GE,GE Aerospace,Industrials,6,0,27.87420824764597,
535,D,"Dominion Energy, Inc.",Utilities,6,0,27.846374957654646,
536,RDDT,"Reddit, Inc.",Communication Services,6,0,27.509723909766887,
537,CME,CME Group Inc.,Financial Services,7,0,27.509311332436535,
538,CW,Curtiss-Wright Corporation,Industrials,8,0,27.477656996701075,
539,RGLD,"Royal Gold, Inc.",Basic Materials,8,0,27.35837301402746,
540,WMB,"The Williams Companies, Inc.",Energy,7,0,27.338883507398204,
541,FORM,"FormFactor, Inc.",Technology,7,0,27.261616507017493,
542,ONTO,Onto Innovation Inc.,Technology,8,0,27.119463350526964,
543,GXO,"GXO Logistics, Inc.",Industrials,6,0,26.791619203945753,
544,RBC,RBC Bearings Incorporated,Industrials,6,0,26.59465781314674,
545,COHR,"Coherent, Inc.",Technology,6,0,26.479409674139703,
546,AMKR,"Amkor Technology, Inc.",Technology,7,0,26.4497597382988,
547,ATI,ATI Inc.,Industrials,8,0,26.446817011758043,
548,PEN,"Penumbra, Inc.",Healthcare,7,0,26.42515326675314,
549,NRG,"NRG Energy, Inc.",Utilities,6,0,26.38323837292352,
550,AEIS,"Advanced Energy Industries, Inc.",Industrials,7,0,26.078218120085698,
551,FWONA,Formula One Group,Communication Services,6,0,25.83885902945656,
552,FRHC,Freedom Holding Corp.,Financial Services,6,0,25.319665477492098,
553,WY,Weyerhaeuser Company,Basic Materials,7,0,25.12465129790659,
554,FWONK,Liberty Media Corporation,Communication Services,6,0,24.42368689464136,
555,CR,Crane Company,Industrials,6,0,24.180475266915185,
556,WWD,"Woodward, Inc.",Industrials,8,0,23.7381135262787,
557,RGEN,Repligen Corporation,Healthcare,6,0,23.53284057224747,
558,MU,"Micron Technology, Inc.",Technology,7,0,23.010608708062964,
559,LYV,"Live Nation Entertainment, Inc.",Communication Services,6,0,22.47537948764214,
560,ECG,"Everus Construction Group, Inc.",Industrials,8,0,22.29303779283522,
561,AMD,"Advanced Micro Devices, Inc.",Technology,8,0,22.164980909702898,
562,CAT,Caterpillar Inc.,Industrials,8,0,21.712496659114432,
563,FLEX,Flex Ltd.,Technology,7,0,21.57604399750057,
564,BLK,"BlackRock, Inc.",Financial Services,6,0,21.176370876496332,
565,BX,Blackstone Inc.,Financial Services,7,0,21.127755600034597,
566,ESE,ESCO Technologies Inc.,Technology,6,0,21.043022265447558,
567,CRS,Carpenter Technology Corporation,Industrials,6,0,20.867863483367973,
568,TSLA,"Tesla, Inc.",Consumer Cyclical,9,0,20.827396057084655,
569,ALAB,"Astera Labs, Inc. Common Stock",Technology,6,0,20.750461975601556,
570,HEI,HEICO Corporation,Industrials,8,0,20.439400048774708,
571,PLTR,Palantir Technologies Inc.,Technology,7,0,20.360031408985588,
572,BG,Bunge Global S.A.,Consumer Defensive,7,0,20.33716899541702,
573,GLW,Corning Inc,Technology,6,0,19.280345801300516,
574,PWR,"Quanta Services, Inc.",Industrials,7,0,19.01995799388165,
575,GATX,GATX Corporation,Industrials,6,0,18.688730710949187,
576,VIAV,Viavi Solutions Inc.,Technology,6,0,18.675641587755603,
577,VICR,Vicor Corporation,Technology,7,0,17.178592379506632,
578,LOAR,Loar Holdings Inc.,Industrials,6,0,17.096820143163217,
579,MTZ,"MasTec, Inc.",Industrials,6,0,16.752143206095504,
580,APC,ARKO Petroleum Corp. Class A Common Stock,Energy,6,0,15.490290451379236,
581,SNPS,"Synopsys, Inc.",Technology,8,0,15.378167229268389,
582,BWXT,"BWX Technologies, Inc.",Industrials,8,0,14.608756378531687,
583,AAON,,,7,0,13.735816438591915,
584,KRYS,"Krystal Biotech, Inc.",Healthcare,6,0,13.732836148492522,
585,FPS,"Forgent Power Solutions, Inc.",Industrials,6,0,13.101238865684985,
586,LGND,Ligand Pharmaceuticals Incorporated,Healthcare,7,0,9.23891000355259,
587,ABNB,"Airbnb, Inc.",Consumer Cyclical,8,0,,
