symbol,name,sector,market_cap
FDXF,"FedEx Freight Holding Company, Inc.",Industrials,20058682795
MAIR,Madison Air Solutions Corporation,Industrials,20052688880
ROKU,"Roku, Inc.",Communication Services,20034348933.195
FIS,"Fidelity National Information Services, Inc.",Information Technology,19982547977.66
LII,Lennox International Inc.,Industrials,19861404000
SN,"SharkNinja, Inc.",Consumer Discretionary,19839743474.1
LSCC,Lattice Semiconductor Corporation,Information Technology,19812021161.484997
OKTA,"Okta, Inc.",Information Technology,19628739200
EVRG,"Evergy, Inc.",Utilities,19556722920
TW,Tradeweb Markets Inc.,Financials,19499084350.5
FOX,Fox Corporation,Communication Services,19465229980.77
IONQ,"IonQ, Inc.",Information Technology,19410037296
IFF,International Flavors & Fragrances Inc.,Materials,19359662357.59
IP,International Paper Company,Consumer Discretionary,19359140569.440002
LNT,Alliant Energy Corporation,Utilities,19259715890
BWXT,"BWX Technologies, Inc.",Industrials,19228988394
SBAC,SBA Communications Corporation,Real Estate,19192102926.149998
SOJE,Southern Company (The) Series 2,Utilities,18872915400
H,Hyatt Hotels Corporation,Consumer Discretionary,18840277456.7
DD,"DuPont de Nemours, Inc.",Materials,18812928099
DFSVX,DFA U.S. Small Cap Value Portfolio,Financials,18718484466.059998
RIVN,"Rivian Automotive, Inc.",Consumer Discretionary,18709362428
ULS,UL Solutions Inc.,Industrials,18564758815.5
CHTR,"Charter Communications, Inc.",Communication Services,18553661253.98
CTSH,Cognizant Technology Solutions Corporation,Information Technology,18551971350
TLN,Talen Energy Corporation,Utilities,18425379797.12
EFX,Equifax Inc.,Industrials,18400395232.94
FTV,Fortive Corporation,Industrials,18395314007.14
CRCL,Circle Internet Group,Financials,18392270796.27
GIS,"General Mills, Inc.",Consumer Staples,18374636830
SITM,SiTime Corporation,Information Technology,18373776097.68
VTRS,Viatris Inc.,Health Care,18341662500
DUKB,Duke Energy Corporation 5.625%,Utilities,18275268500
IOT,Samsara Inc.,Information Technology,18056123949.57
APG,APi Group Corporation,Industrials,18013619782.62
LYB,LyondellBasell Industries N.V.,Materials,17985567551.56
EWBC,"East West Bancorp, Inc.",Financials,17931406440
INVH,Invitation Homes Inc.,Real Estate,17767796220
WY,Weyerhaeuser Company,Materials,17622281363.96
NXT,Nextpower Inc.,Information Technology,17532522648.24
ZBH,"Zimmer Biomet Holdings, Inc.",Health Care,17519962369.920002
FESOX,First Eagle Overseas C,Financials,17511641058.72
AKAM,"Akamai Technologies, Inc.",Information Technology,17427354011.37
ITT,ITT Inc.,Industrials,17397754911.6
GNRC,Generac Holdings Inc.,Industrials,17375679883.960003
GH,"Guardant Health, Inc.",Health Care,17348048711.070004
NVR,"NVR, Inc.",Consumer Discretionary,17247315184.44
WCC,"WESCO International, Inc.",Industrials,17197213141
FLUT,Flutter Entertainment plc,Consumer Discretionary,17081680792.25
KIM,Kimco Realty Corporation,Real Estate,16987884100
HST,"Host Hotels & Resorts, Inc.",Real Estate,16885698673.055
IEX,IDEX Corporation,Industrials,16880612909.64
BEN,"Franklin Resources, Inc.",Financials,16872618650.14
WES,"Western Midstream Partners, LP",Energy,16818386510
ALB,Albemarle Corporation,Materials,16758513907.099998
PFGC,Performance Food Group Co,Consumer Staples,16719072841.93
NBIX,"Neurocrine Biosciences, Inc.",Health Care,16697330176.98
CDW,CDW Corporation,Information Technology,16636054389.22
BALL,Ball Corporation,Consumer Discretionary,16597807495.740002
WSO,"Watsco, Inc.",Industrials,16515676915.380001
NDSN,Nordson Corporation,Industrials,16498641582.28
STRK,Strategy Inc,Information Technology,16475651276.48
STRD,Strategy Inc,Information Technology,16474165913.039999
CCZ,Comcast Holdings Corp.,Communication Services,16374749343
NLY,"Annaly Capital Management, Inc.",Real Estate,16318921520
WPC,W. P. Carey Inc.,Real Estate,16177533569.999998
MAA,"Mid-America Apartment Communities, Inc.",Real Estate,16070413460.160002
ONTO,Onto Innovation Inc.,Information Technology,16029367030.08
DOCN,"DigitalOcean Holdings, Inc.",Information Technology,16025614020
SSNC,"SS&C Technologies Holdings, Inc.",Information Technology,15887821552.83
GPN,Global Payments Inc.,Financials,15877508247
BBY,"Best Buy Co., Inc.",Consumer Discretionary,15839140050.000002
CLH,"Clean Harbors, Inc.",Industrials,15789337440.96
TAMVX,T. Rowe Price Mid-Cap Value Adv,Financials,15784170483.900002
BR,"Broadridge Financial Solutions, Inc.",Information Technology,15767695630.010002
CF,"CF Industries Holdings, Inc.",Materials,15704724525
VNOM,"Viper Energy, Inc.",Energy,15680889850.08
THC,Tenet Healthcare Corporation,Health Care,15580460560
TSCO,Tractor Supply Company,Consumer Discretionary,15565676000
SGI,Somnigroup International Inc,Consumer Staples,15533655082.4
ALLIX,AB Large Cap Growth Fund Class I,Financials,15492628913
NWS,News Corporation,Communication Services,15491349787.7
LAMR,Lamar Advertising Company,Real Estate,15462776804.66
OVV,Ovintiv Inc.,Energy,15419512530
CSL,Carlisle Cos.,Industrials,15317254302.999998
RBRK,"Rubrik, Inc.",Information Technology,15280562700.8
TKO,"TKO Group Holdings, Inc.",Communication Services,15278411757.400002
IESC,"IES Holdings, Inc.",Industrials,15235607091.000002
SMTC,Semtech Corporation,Information Technology,15209722711.04
RRX,Regal Rexnord Corporation,Industrials,15173868469.619999
VICR,Vicor Corporation,Information Technology,15159399546.36
PAA,"Plains All American Pipeline, L.P.",Energy,15147765234.009998
MLI,"Mueller Industries, Inc.",Industrials,15074144430.000002
TXT,Textron Inc.,Industrials,15024009600.000002
DTM,"DT Midstream, Inc.",Energy,14995037860
CG,The Carlyle Group Inc.,Financials,14978535907.47
TPG,TPG Inc.,Financials,14881073900
GPC,Genuine Parts Company,Consumer Discretionary,14812330945.23
SUI,"Sun Communities, Inc.",Real Estate,14779064687.01
MAS,Masco Corporation,Consumer Discretionary,14768978132.769999
LECO,"Lincoln Electric Holdings, Inc.",Industrials,14743759172.1
FPS,"Forgent Power Solutions, Inc.",Industrials,14677183074.599998
MOD,Modine Manufacturing Company,Consumer Discretionary,14654267706.099998
APOS,"Apollo Global Management, Inc.",Financials,14652778980
POGAX,Putnam Large Cap Growth Fund;A,Financials,14579962836.75
AA,Alcoa Corporation,Materials,14535054315
DY,"Dycom Industries, Inc.",Industrials,14519607863.4
KKRS,KKR Group Finance Co. IX LLC 4.,Financials,14451219644
J,Jacobs Solutions Inc.,Industrials,14410590473.16
REG,Regency Centers Corporation,Real Estate,14404224469.300001
DECK,Deckers Outdoor Corporation,Consumer Discretionary,14392238030
WMG,Warner Music Group Corp.,Communication Services,14371763265.72
DOC,"Healthpeak Properties, Inc.",Real Estate,14353724400
SWK,"Stanley Black & Decker, Inc.",Industrials,14350103112.84
UNMA,Unum Group 6.250% JR NT58,Financials,14268816662.400002
TOST,"Toast, Inc.",Information Technology,14215799803.92
RGLD,"Royal Gold, Inc.",Materials,14175188129
UNM,Unum Group,Financials,14156174421
ARMK,Aramark,Industrials,14142957439.74
TOL,"Toll Brothers, Inc.",Consumer Discretionary,14110382160
XELLL,"Xcel Energy Inc. 6.25% Junior Subordinated Notes, Series due 2085",Financials,14088275293.78
RPM,RPM International Inc.,Materials,14049901547.5
NWSA,News Corporation,Communication Services,14022070537.26
GEN,Gen Digital Inc.,Information Technology,14012614840
OHI,"Omega Healthcare Investors, Inc.",Real Estate,14002650040
BWA,BorgWarner Inc.,Consumer Discretionary,13986787826.789999
COKE,"Coca-Cola Consolidated, Inc.",Consumer Staples,13930305098.66
OWL,Blue Owl Capital Inc.,Financials,13928230120
AEIS,"Advanced Energy Industries, Inc.",Industrials,13879684272
RGA,"Reinsurance Group of America, Incorporated",Financials,13871757133.62
JLL,Jones Lang LaSalle Incorporated,Real Estate,13868895310.5
ALLY,Ally Financial Inc.,Financials,13864038094.259998
SOLS,Solstice Advanced Materials Inc.,Materials,13761978298.18
RZC,7.125% Fixed-Rate Reset Subordinated Debentures due 2052,Financials,13659494474.58
GL,Globe Life Inc.,Financials,13632873984.000002
SREA,Sempra,Utilities,13607905720
HRL,Hormel Foods Corporation,Consumer Staples,13603785786.48
DVA,DaVita Inc.,Health Care,13538542050
MEDP,"Medpace Holdings, Inc.",Health Care,13522441547.720001
PR,Permian Resources Corporation,Energy,13498640264
RMBS,Rambus Inc.,Information Technology,13465219240
BTSG,"BrightSpring Health Services, Inc. Common Stock",Health Care,13459401072
BBIO,"BridgeBio Pharma, Inc.",Health Care,13441940430
EVR,Evercore Inc.,Financials,13434819075
WULF,TeraWulf Inc.,Information Technology,13364515435.65
LDOS,"Leidos Holdings, Inc.",Information Technology,13347095797.26
EXEL,"Exelixis, Inc.",Health Care,13282859361.135
CRBG,"Corebridge Financial, Inc.",Financials,13204154499.2
PTC,PTC Inc.,Information Technology,13186164960
SANM,Sanmina Corporation,Information Technology,13159583885.875
MKC-V,"McCormick & Company, Incorporated",Consumer Staples,13133835029.07
AIZN,"Assurant, Inc. 5.25% Subordinat",Financials,13114268559.37
TRU,TransUnion,Industrials,13110400000
AIZ,"Assurant, Inc.",Financials,13109313797.46
SOLV,Solventum Corporation,Health Care,13090276480.08
HUT,Hut 8 Corp.,Information Technology,13072176403.199999
MKC,"McCormick & Company, Incorporated",Consumer Staples,12998567898.050001
PINS,"Pinterest, Inc.",Communication Services,12981301038.09
IONS,"Ionis Pharmaceuticals, Inc.",Health Care,12946668637.04
VIRT,"Virtu Financial, Inc.",Financials,12916558512
COO,"The Cooper Companies, Inc.",Health Care,12901300650.000002
GLPI,"Gaming and Leisure Properties, Inc.",Real Estate,12849774926.17
BIPI,BIP Bermuda Holdings I Limited,Industrials,12838626513
MOG-A,Moog Inc.,Industrials,12828266114.599998
ARCC,Ares Capital Corporation,Financials,12816707783.250002
HLMNX,Harding Loevner International Equity Portfolio,Financials,12741495786.960001
BF-B,Brown-Forman Corporation,Consumer Staples,12703160383.92
CNA,CNA Financial Corporation,Financials,12693334461
NTNX,"Nutanix, Inc.",Information Technology,12672601600
USO,"United States Oil Fund, LP",Financials,12659138256
EQH,"Equitable Holdings, Inc.",Financials,12648666192.7
PNW,Pinnacle West Capital Corporation,Utilities,12609507350
ALGN,"Align Technology, Inc.",Health Care,12584021095.17
AVY,Avery Dennison Corporation,Materials,12479406312.75
DKNG,DraftKings Inc.,Consumer Discretionary,12477639747.55
AXSM,"Axsome Therapeutics, Inc.",Health Care,12451719579.02
PEN,"Penumbra, Inc.",Health Care,12442889613
UDR,"UDR, Inc.",Real Estate,12437784480
FNF,"Fidelity National Financial, Inc.",Financials,12431040984.900002
CR,Crane Company,Industrials,12397710055.77
UHAL,U-Haul Holding Company,Industrials,12392258547.460001
WTS,"Watts Water Technologies, Inc.",Industrials,12379839421.95
AIT,"Applied Industrial Technologies, Inc.",Industrials,12336355594.98
GGG,Graco Inc.,Industrials,12308186880
QXO,"QXO, Inc.",Industrials,12279419490.85
VIAV,Viavi Solutions Inc.,Information Technology,12243599430
WBS,Webster Financial Corporation,Financials,12232838572.501999
AUR,"Aurora Innovation, Inc.",Information Technology,12230399357.28
CCK,"Crown Holdings, Inc.",Consumer Discretionary,12201654930
FHN,First Horizon Corporation,Financials,12197777523.6
DRS,"Leonardo DRS, Inc.",Industrials,12191023400
AGNC,AGNC Investment Corp.,Real Estate,12191008868.64
ELS,"Equity LifeStyle Properties, Inc.",Real Estate,12140490817.800001
PAG,"Penske Automotive Group, Inc.",Consumer Discretionary,12087343039.2
MGM,MGM Resorts International,Consumer Discretionary,12076167200
U,Unity Software Inc.,Information Technology,12052731267.17
KNX,Knight-Swift Transportation Holdings Inc.,Industrials,12024556000
APLD,Applied Digital Corp.,Information Technology,11996605247.22
CSGP,"CoStar Group, Inc.",Real Estate,11975031342.375
ELAN,Elanco Animal Health Incorporated,Health Care,11966812008.68
PS,Pershing Square Inc.,Financials,11956000000
SJM,The J. M. Smucker Company,Consumer Staples,11907745680
WMS,"Advanced Drainage Systems, Inc.",Industrials,11892249624.08
TYL,"Tyler Technologies, Inc.",Information Technology,11852862574.999998
RVTY,"Revvity, Inc.",Health Care,11849903200
AAOI,"Applied Optoelectronics, Inc.",Information Technology,11830993566.48
TXRH,"Texas Roadhouse, Inc.",Consumer Discretionary,11830673403.85
AMH,American Homes 4 Rent,Real Estate,11824205600
SPXC,"SPX Technologies, Inc.",Industrials,11818806542.73
HAS,"Hasbro, Inc.",Consumer Discretionary,11815205955
APA,APA Corporation,Energy,11812967400
DINO,HF Sinclair Corporation,Energy,11785027437.5
MDGL,"Madrigal Pharmaceuticals, Inc.",Health Care,11752852731.84
DT,"Dynatrace, Inc.",Information Technology,11740653280
LFUS,"Littelfuse, Inc.",Industrials,11726211895.76
TRMB,Trimble Inc.,Information Technology,11688211562.66
FORM,"FormFactor, Inc.",Information Technology,11595772335
ESI,Element Solutions Inc,Materials,11588384990
BLD,TopBuild Corp.,Industrials,11575014013.74
NYT,The New York Times Company,Communication Services,11527862206.2
ARW,"Arrow Electronics, Inc.",Information Technology,11527636786.24
ZBRA,Zebra Technologies Corporation,Information Technology,11522995794
IVZ,Invesco Ltd.,Financials,11512413455.13
AAL,American Airlines Group Inc.,Industrials,11428666661.5
SAIA,"Saia, Inc.",Industrials,11427008928
AFG,"American Financial Group, Inc.",Financials,11290570128.999998
ARWR,"Arrowhead Pharmaceuticals, Inc.",Health Care,11254474300
CLX,The Clorox Company,Consumer Staples,11202121440
W,Wayfair Inc.,Consumer Discretionary,11199440677.349998
SF,Stifel Financial Corp,Financials,11179920924.72
CPT,Camden Property Trust,Real Estate,11107460000
SMMT,Summit Therapeutics Inc.,Health Care,11060317691.25
HII,"Huntington Ingalls Industries, Inc.",Industrials,11059717700
CGNX,Cognex Corporation,Information Technology,11050251546.400002
VMI,"Valmont Industries, Inc.",Industrials,11040571190
EGP,"EastGroup Properties, Inc.",Real Estate,11013902928
BJ,"BJ's Wholesale Club Holdings, Inc.",Consumer Staples,10998283100.31
CART,Maplebear Inc.,Information Technology,10952389332.4
BMRN,BioMarin Pharmaceutical Inc.,Health Care,10920546000
SNEX,StoneX Group Inc.,Financials,10919271118.88
WTFC,Wintrust Financial Corporation,Financials,10918442741.279999
AYI,"Acuity Brands, Inc.",Industrials,10894968227.52
SEIC,SEI Investments Company,Financials,10849827330
RIOT,"Riot Platforms, Inc.",Financials,10849158788.7
APC,ARKO Petroleum Corp. Class A Common Stock,Energy,10823750182
WYNN,"Wynn Resorts, Limited",Consumer Discretionary,10809416050
OC,Owens Corning,Industrials,10804484560.23
GMED,"Globus Medical, Inc.",Health Care,10794534890.160002
JEF,Jefferies Financial Group Inc.,Financials,10761300480
FRT,Federal Realty Investment Trust,Real Estate,10760206432.335001
UMBF,UMB Financial Corporation,Financials,10748710508.69
SWKS,"Skyworks Solutions, Inc.",Information Technology,10738985758.2
BEPH,Brookfield BRP Holdings (Canada,Financials,10711707079.05
BPOP,"Popular, Inc.",Financials,10704547103.285
AR,Antero Resources Corporation,Energy,10689342000
POWL,"Powell Industries, Inc.",Industrials,10619811400
AAON,"AAON, Inc.",Industrials,10603469565
ERIE,Erie Indemnity Company,Financials,10601776778.04
CIFR,Cipher Mining Inc.,Financials,10594369100
WTRG,"Essential Utilities, Inc.",Utilities,10576673936.07
PSKY,Paramount Skydance Corporation Class B Common Stock,Communication Services,10566742913.265
AM,Antero Midstream Corporation,Energy,10549305800
MP,MP Materials Corp.,Materials,10485495800
AES,The AES Corporation,Utilities,10454892072.58
BAX,Baxter International Inc.,Health Care,10381026900
ALGM,"Allegro MicroSystems, Inc.",Information Technology,10339045440
BXP,"BXP, Inc.",Real Estate,10336527097.664999
CACI,CACI International Inc,Information Technology,10331661522.4
AGX,"Argan, Inc.",Industrials,10328960612.19
FIVE,"Five Below, Inc.",Consumer Staples,10317559543.09
PODD,Insulet Corp.,Health Care,10312124665.119999
CDE,"Coeur Mining, Inc.",Materials,10291722425.655
GSAT,"Globalstar, Inc.",Communication Services,10291523476.21
MOH,"Molina Healthcare, Inc.",Health Care,10240776000
ZION,"Zions Bancorporation, National Association",Financials,10197875672.61
SCI,Service Corporation International,Consumer Discretionary,10196056752.2
MUSA,Murphy USA Inc.,Consumer Discretionary,10174030974
R,"Ryder System, Inc.",Industrials,10165291159.140001
PRSVX,T. Rowe Price Small-Cap Value,Financials,10155892720.74
CYTK,"Cytokinetics, Incorporated",Health Care,10103959600
OGE,OGE Energy Corp.,Utilities,10102007300
GDDY,GoDaddy Inc.,Information Technology,10076389356.699999
AHR,"American Healthcare REIT, Inc.",Real Estate,10061174341
KRYS,"Krystal Biotech, Inc.",Health Care,10029307788.76
GTLS,"Chart Industries, Inc.",Industrials,9995063068.800001
EHC,Encompass Health Corporation,Health Care,9909988092
LGN,Legence Corp. Class A Common stock,Industrials,9815637619
DCI,"Donaldson Company, Inc.",Industrials,9810711779.84
ORI,Old Republic International Corporation,Financials,9807921351.880001
BRX,Brixmor Property Group Inc.,Real Estate,9789622265.385
ONB,Old National Bancorp,Financials,9782964360
INPFX,American Funds Conservative Growth and Income Portfolio - Class F-1,Financials,9755909114.6
SSB,SouthState Bank Corp.,Financials,9742387289.25
HL,Hecla Mining Company,Materials,9738738240
SFD,"Smithfield Foods, Inc.",Consumer Staples,9711018850.84
FCFS,"FirstCash Holdings, Inc",Financials,9705883747
ALSN,"Allison Transmission Holdings, Inc.",Consumer Discretionary,9703510011
GME,GameStop Corp.,Consumer Discretionary,9608723268.654999
WLK,Westlake Corporation,Materials,9604095882.24
TKR,The Timken Company,Industrials,9589547434.900002
FLS,Flowserve Corporation,Industrials,9584246930
FNSFX,Fidelity Freedom 2060 K,Financials,9552528367.199999
FROG,JFrog Ltd.,Information Technology,9533355200
PL,Planet Labs PBC,Industrials,9497886066.9
DPZ,"Domino's Pizza, Inc.",Consumer Discretionary,9493943831.57
GLXY,Galaxy Digital,Financials,9479615860
HLI,"Houlihan Lokey, Inc.",Financials,9465970587.3
HSIC,"Henry Schein, Inc.",Health Care,9438023450
CFR,"Cullen/Frost Bankers, Inc.",Financials,9418301259.039999
OKLO,Oklo Inc.,Industrials,9405952757.220001
JOBY,"Joby Aviation, Inc.",Industrials,9393789236.6
LLYVK,Liberty Live Group,Communication Services,9391812520.64
SIRI,Sirius XM Holdings Inc.,Communication Services,9391696214.4
NCLH,Norwegian Cruise Line Holdings Ltd.,Consumer Discretionary,9361252900
LINE,"Lineage, Inc.",Real Estate,9323265246.75
CUBE,CubeSmart,Real Estate,9297800157.95
ENSG,"The Ensign Group, Inc.",Health Care,9286389606
TECH,Bio-Techne Corporation,Health Care,9217985241
LEVI,Levi Strauss & Co.,Consumer Discretionary,9204221426.73
CTRE,"CareTrust REIT, Inc.",Real Estate,9166121118
GWRE,"Guidewire Software, Inc.",Information Technology,9127399132
DDS,"Dillard's, Inc.",Consumer Discretionary,9119420177
JKHY,"Jack Henry & Associates, Inc.",Information Technology,9098762886.8
UHS,"Universal Health Services, Inc.",Health Care,9086996638.720001
FIG,"Figma, Inc.",Information Technology,9086271232
NUVL,"Nuvalent, Inc.",Health Care,9080579688
TEM,"Tempus AI, Inc.",Information Technology,9064619597.32
CAVA,"CAVA Group, Inc.",Consumer Discretionary,9034876854.779999
CNM,"Core & Main, Inc.",Industrials,9033926024.06
CRL,"Charles River Laboratories International, Inc.",Health Care,8988098418
AMG,"Affiliated Managers Group, Inc.",Financials,8986717025
ARE,"Alexandria Real Estate Equities, Inc.",Real Estate,8967882740
OSK,Oshkosh Corp,Industrials,8938060145.15
ADC,Agree Realty Corporation,Real Estate,8932049623.83
SARO,"StandardAero, Inc.",Industrials,8926873200
BRKR,Bruker Corporation,Health Care,8896065466.56
ESE,ESCO Technologies Inc.,Information Technology,8888232569.76
ACM,Aecom,Industrials,8877083610
HUBS,"HubSpot, Inc.",Information Technology,8875515233
CORZ,"Core Scientific, Inc.",Information Technology,8840389636.8
IT,"Gartner, Inc.",Industrials,8833968313.555
MSGS,Madison Square Garden Sports Corp.,Communication Services,8812781135.4
WAL,Western Alliance Bancorporation,Financials,8809045800
PRMB,Primo Brands Corporation,Consumer Staples,8803191314.12
PRI,"Primerica, Inc.",Financials,8800127057.6
FCASX,Fidelity Asset Manager 70%,Financials,8763310063.78
FAAIX,Fidelity Advisor Asset Manager 70% I,Financials,8763310050.82
NNN,"NNN REIT, Inc.",Real Estate,8755221105.54
KTOS,"Kratos Defense & Security Solutions, Inc.",Industrials,8745932053.76
VSAT,"Viasat, Inc.",Information Technology,8724024717.640001
LTH,"Life Time Group Holdings, Inc.",Consumer Discretionary,8701541028.42
TTC,The Toro Company,Industrials,8681124319.44
RRC,Range Resources Corporation,Energy,8652049020
BROS,Dutch Bros Inc.,Consumer Discretionary,8577823378.68
CORT,Corcept Therapeutics Incorporated,Health Care,8572057199.999999
QRVO,"Qorvo, Inc.",Information Technology,8553171366.000001
DFEMX,DFA Emerging Markets Portfolio I,Financials,8512591870.719999
SUN,Sunoco LP,Energy,8488522821.599999
OXLCG,Oxford Lane Capital Corp. 7.95% Notes due 2032,Financials,8453656543.515
TTD,"The Trade Desk, Inc.",Communication Services,8429042679.639999
BOKF,BOK Financial Corporation,Financials,8412829600.000001
FR,"First Industrial Realty Trust, Inc.",Real Estate,8406290585.839999
DAR,Darling Ingredients Inc.,Consumer Staples,8388167060
GKOS,Glaukos Corporation,Health Care,8373692123
AGCO,AGCO Corporation,Industrials,8362819707.5
DOCU,"DocuSign, Inc.",Information Technology,8344296500.000001
HHHSX,Hartford Schroders Emerging Markets Equity Fund Class R4,Financials,8316553196
BSY,"Bentley Systems, Incorporated",Information Technology,8306641565.740001
LUMN,"Lumen Technologies, Inc.",Communication Services,8304298600.000001
FZAJX,Fidelity Advisor International Growth Fd Cl Z,Financials,8266413036.389999
HALO,"Halozyme Therapeutics, Inc.",Health Care,8257837060.000001
BLDR,"Builders FirstSource, Inc.",Industrials,8253078800
MTCH,"Match Group, Inc.",Communication Services,8243639028.840001
CMC,Commercial Metals Company,Materials,8215646280.56
TGTX,"TG Therapeutics, Inc.",Health Care,8205279888
APGE,"Apogee Therapeutics, Inc.",Health Care,8185967911
VOYA,"Voya Financial, Inc.",Financials,8173568297.250001
IBRX,"ImmunityBio, Inc.",Health Care,8158856492.21
CBSH,"Commerce Bancshares, Inc.",Financials,8157689761.68
VSH,"Vishay Intertechnology, Inc.",Information Technology,8154099676.2
SSD,"Simpson Manufacturing Co., Inc.",Industrials,8133458235.75
ECG,"Everus Construction Group, Inc.",Industrials,8115104937.940001
FDS,FactSet Research Systems Inc.,Financials,8106107913.135
ZWS,Zurn Elkay Water Solutions Corporation,Industrials,8085591542.78
KYMR,"Kymera Therapeutics, Inc.",Health Care,8081808021
RAL,Ralliant Corp,Information Technology,8081573285.6
VLY,Valley National Bancorp,Financials,8070924977.07
IDA,"IDACORP, Inc.",Utilities,8045824722
AOS,A. O. Smith Corporation,Industrials,8024758304.799999
ENS,EnerSys,Industrials,7995201220.62
SFM,"Sprouts Farmers Market, Inc.",Consumer Staples,7947683877.51
EMN,Eastman Chemical Company,Materials,7945035220.8
NPO,"EnPro Industries, Inc.",Industrials,7865034473.919999
PTGX,"Protagonist Therapeutics, Inc.",Health Care,7855634211.950001
HESM,Hess Midstream LP,Energy,7852098536
RHP,"Ryman Hospitality Properties, Inc.",Real Estate,7840064860.56
PRH,"Prudential Financial, Inc. 5.95",Financials,7796870400
REXR,"Rexford Industrial Realty, Inc.",Real Estate,7787727858.239999
CRUS,"Cirrus Logic, Inc.",Information Technology,7768709517.639999
PCVX,"Vaxcyte, Inc.",Health Care,7751267569.76
FSS,Federal Signal Corporation,Industrials,7745456444.32
IMVT,"Immunovant, Inc.",Health Care,7723721457.539999
PLXS,Plexus Corp.,Information Technology,7721635536.389999
MANH,"Manhattan Associates, Inc.",Information Technology,7702047888.360001
ATR,"AptarGroup, Inc.",Health Care,7697368312.76
PRPFX,Permanent Portfolio Permanent I,Financials,7682187754.080001
RGEN,Repligen Corporation,Health Care,7658755467.5
PRS,"Prudential Financial, Inc. 5.62",Financials,7635120000
MXL,"MaxLinear, Inc.",Information Technology,7610511055.41
RYTM,"Rhythm Pharmaceuticals, Inc.",Health Care,7594680513.28
MYRG,MYR Group Inc.,Industrials,7588215430
BAH,Booz Allen Hamilton Holding Corporation,Industrials,7575031440
OSCR,"Oscar Health, Inc.",Health Care,7560403362.72
BMNR,"Bitmine Immersion Technologies, Inc.",Financials,7537556042
CWEN,"Clearway Energy, Inc.",Utilities,7512454934
CHWY,"Chewy, Inc.",Consumer Discretionary,7512142840.62
JXN,Jackson Financial Inc.,Financials,7510634869.76
COLB,"Columbia Banking System, Inc.",Financials,7504817075
UGI,UGI Corporation,Utilities,7480196611.68
STAG,"STAG Industrial, Inc.",Real Estate,7478027550
POOL,Pool Corporation,Industrials,7476646495.48
KGS,"Kodiak Gas Services, Inc.",Energy,7463962879.44
AVT,"Avnet, Inc.",Information Technology,7448606795.610001
TAP,Molson Coors Beverage Company,Consumer Staples,7447664108.5
EAT,"Brinker International, Inc.",Consumer Discretionary,7437173398
FLR,Fluor Corporation,Industrials,7426248370.320001
ORA,"Ormat Technologies, Inc.",Utilities,7423589444
MIDD,The Middleby Corporation,Industrials,7404778665
PB,"Prosperity Bancshares, Inc.",Financials,7400717078.82
KEX,Kirby Corporation,Industrials,7395304999.999999
PNFP,"Pinnacle Financial Partners, Inc.",Financials,7381057092
TTEK,"Tetra Tech, Inc.",Industrials,7380890971.56
ETSY,"Etsy, Inc.",Consumer Discretionary,7373437148.7
KMX,"CarMax, Inc.",Consumer Discretionary,7361928109.999999
GAP,"The Gap, Inc.",Consumer Discretionary,7361569772.9
HIMS,"Hims & Hers Health, Inc.",Health Care,7352716800
SNAP,Snap Inc.,Communication Services,7344177303.679999
NFG,National Fuel Gas Company,Energy,7324375349.339999
BIO,"Bio-Rad Laboratories, Inc.",Health Care,7308180403.76
LNC,Lincoln National Corporation,Financials,7302424470
CWAN,"Clearwater Analytics Holdings, Inc.",Information Technology,7300560055.25
EXP,Eagle Materials Inc.,Materials,7274036520
ST,Sensata Technologies Holding plc,Information Technology,7271602300
THG,"The Hanover Insurance Group, Inc.",Financials,7261860208
HXL,Hexcel Corporation,Industrials,7250062464
MAC,The Macerich Company,Real Estate,7222586280
IDCC,"InterDigital, Inc.",Information Technology,7215148650
NEU,NewMarket Corporation,Materials,7208119569.54
HGOYX,The Hartford Growth Opportunities Fund Class Y,Financials,7202745299.12
HGOSX,Hartford Growth Opportunities R4,Financials,7202745273.31
AXTA,Axalta Coating Systems Ltd.,Materials,7199591355.52
CELH,"Celsius Holdings, Inc.",Consumer Staples,7198832537.6
SLAB,Silicon Laboratories Inc.,Information Technology,7190037414
CPXAX,Cohen & Steers Preferred Sec & Inc A,Financials,7182638587.5
KNSL,"Kinsale Capital Group, Inc.",Financials,7158468389.41
LSTR,"Landstar System, Inc.",Industrials,7146298872.3
SAIL,"SailPoint, Inc.",Information Technology,7132326187.275
HR,Healthcare Realty Trust Incorporated,Real Estate,7120265214.3
ZG,"Zillow Group, Inc. Class A",Communication Services,7119977502.309999
ACA,"Arcosa, Inc.",Industrials,7115050287.999999
AVAV,"AeroVironment, Inc.",Industrials,7110351930.000001
HQY,"HealthEquity, Inc.",Health Care,7099495172.440001
Z,"Zillow Group, Inc. Class C",Communication Services,7095947878.610001
RSI,"Rush Street Interactive, Inc.",Consumer Discretionary,7094741456.71
VNO,Vornado Realty Trust,Real Estate,7081889700
FAF,First American Financial Corporation,Financials,7075936000
RGTI,"Rigetti Computing, Inc.",Information Technology,7073446612.96
ROAD,"Construction Partners, Inc.",Industrials,7072815330.75
CBC,Central Bancompany,Financials,7058774689.280001
ACI,Albertsons Companies,Consumer Staples,6920569343.070001
MOS,The Mosaic Company,Materials,6906807574.12
LNTH,"Lantheus Holdings, Inc.",Health Care,6903197874.46
